Anno;Periodo;Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;20;Abitazioni civili;NORMALE;P;1800;2300;L;4,5;5,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;21;Abitazioni di tipo economico;OTTIMO; ;2000;2600;L;4,5;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;21;Abitazioni di tipo economico;NORMALE;P;1700;2000;L;3,7;4,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;21;Abitazioni di tipo economico;SCADENTE; ;1400;1700;L;3;3,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;13;Box;NORMALE;P;1600;2400;L;7;10,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;9;Magazzini;NORMALE;P;450;600;L;2,5;3,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;5;Negozi;NORMALE;P;1400;2000;L;6,5;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;6;Uffici;OTTIMO;P;1700;2100;L;6,5;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;18;Uffici strutturati;OTTIMO;P;1900;2500;L;10;13;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;8;Capannoni industriali;OTTIMO;P;800;950;L;4,6;5,6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;7;Capannoni tipici;OTTIMO;P;800;1000;L;4;5,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;10;Laboratori;NORMALE;P;650;850;L;3,8;5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;20;Abitazioni civili;SCADENTE; ;1500;1900;L;4,5;5,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;20;Abitazioni civili;OTTIMO; ;2300;2900;L;7;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;20;Abitazioni civili;NORMALE;P;1900;2300;L;5,5;7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;21;Abitazioni di tipo economico;OTTIMO; ;1900;2300;L;5;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;21;Abitazioni di tipo economico;NORMALE;P;1700;1900;L;4,5;5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;21;Abitazioni di tipo economico;SCADENTE; ;1400;1700;L;3,5;4,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;13;Box;NORMALE;P;1400;2000;L;5,5;8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;9;Magazzini;NORMALE;P;500;650;L;3;3,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;5;Negozi;NORMALE;P;1400;2000;L;5,7;8,2;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;6;Uffici;OTTIMO;P;1600;2000;L;6,5;8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;18;Uffici strutturati;NORMALE;P;1900;2400;L;10;12,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;8;Capannoni industriali;OTTIMO;P;850;1050;L;5;6,2;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;7;Capannoni tipici;OTTIMO;P;850;1100;L;4,8;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D17;MI00000324;10;Laboratori;NORMALE;P;900;1150;L;5,3;6,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;20;Abitazioni civili;SCADENTE; ;1500;1800;L;3,5;4,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;20;Abitazioni civili;OTTIMO; ;2300;2900;L;5,5;7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;20;Abitazioni civili;NORMALE;P;1800;2300;L;4,5;5,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;21;Abitazioni di tipo economico;OTTIMO; ;1900;2300;L;4,3;5,3;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;21;Abitazioni di tipo economico;NORMALE;P;1600;1900;L;3,5;4;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;21;Abitazioni di tipo economico;SCADENTE; ;1400;1700;L;3;3,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;13;Box;NORMALE;P;1400;1900;L;5,5;7,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;9;Magazzini;NORMALE;P;500;650;L;2,8;3,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;5;Negozi;NORMALE;P;1500;2000;L;6,3;8,3;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;6;Uffici;OTTIMO;P;1500;2000;L;6,5;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;18;Uffici strutturati;OTTIMO;P;1900;2300;L;10;12;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;8;Capannoni industriali;OTTIMO;P;800;1050;L;4,6;6,2;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;7;Capannoni tipici;OTTIMO;P;800;1100;L;4,5;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;10;Laboratori;NORMALE;P;900;1150;L;5,3;6,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;20;Abitazioni civili;NORMALE;P;1800;2300;L;6;8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;20;Abitazioni civili;SCADENTE; ;1500;1700;L;5;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;20;Abitazioni civili;OTTIMO; ;2100;2500;L;7,2;8,7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;21;Abitazioni di tipo economico;SCADENTE; ;1300;1550;L;4;4,7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;21;Abitazioni di tipo economico;OTTIMO; ;1850;2250;L;5,7;7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;21;Abitazioni di tipo economico;NORMALE;P;1650;2000;L;5;6,3;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;13;Box;NORMALE;P;1300;1800;L;6;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;1;Ville e Villini;SCADENTE; ;1350;1600;L;4,3;5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;1;Ville e Villini;NORMALE;P;1700;2100;L;5,5;6,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;1;Ville e Villini;OTTIMO; ;2000;2400;L;6,5;7,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;9;Magazzini;NORMALE;P;500;650;L;3;4;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;5;Negozi;NORMALE;P;1300;1900;L;5;7,3;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;6;Uffici;OTTIMO;P;1600;1900;L;7,5;8,7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;18;Uffici strutturati;OTTIMO;P;1800;2400;L;9,5;12,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;8;Capannoni industriali;OTTIMO;P;850;950;L;5;5,6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;7;Capannoni tipici;OTTIMO;P;850;1000;L;4,6;5,4;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D19;MI00000326;10;Laboratori;NORMALE;P;700;1000;L;4,3;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;20;Abitazioni civili;SCADENTE; ;1400;1800;L;5;6,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;20;Abitazioni civili;OTTIMO; ;2300;3300;L;8,5;12,3;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;20;Abitazioni civili;NORMALE;P;1800;2300;L;6,5;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;21;Abitazioni di tipo economico;OTTIMO; ;2000;2600;L;7;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;21;Abitazioni di tipo economico;NORMALE;P;1600;2000;L;5,8;7,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;21;Abitazioni di tipo economico;SCADENTE; ;1300;1600;L;4,5;5,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;13;Box;NORMALE;P;1400;2000;L;6,5;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;9;Magazzini;NORMALE;P;450;650;L;2,5;3,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;5;Negozi;NORMALE;P;1400;2000;L;6,5;9,3;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;6;Uffici;OTTIMO;P;1600;2100;L;7,8;10,3;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;18;Uffici strutturati;OTTIMO;P;2000;2700;L;10;14;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;8;Capannoni industriali;OTTIMO;P;850;1100;L;5;6,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;7;Capannoni tipici;OTTIMO;P;900;1150;L;5;6,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;10;Laboratori;NORMALE;P;800;1200;L;4,8;7,2;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;20;Abitazioni civili;SCADENTE; ;1600;1900;L;6;7,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;20;Abitazioni civili;OTTIMO; ;2500;3200;L;10;12,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;20;Abitazioni civili;NORMALE;P;1900;2400;L;7,5;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;21;Abitazioni di tipo economico;OTTIMO; ;1900;2600;L;6;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;21;Abitazioni di tipo economico;NORMALE;P;1700;2300;L;5,5;7,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;21;Abitazioni di tipo economico;SCADENTE; ;1400;1700;L;4,5;5,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;13;Box;NORMALE;P;1500;2100;L;7;10;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;9;Magazzini;NORMALE;P;450;650;L;2,5;3,7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;5;Negozi;NORMALE;P;1300;1900;L;6,5;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;6;Uffici;OTTIMO;P;1600;2000;L;7;9;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;18;Uffici strutturati;OTTIMO;P;1900;2500;L;10;13;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;8;Capannoni industriali;OTTIMO;P;800;1000;L;4,6;5,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;7;Capannoni tipici;OTTIMO;P;850;1050;L;4,7;5,7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;10;Laboratori;NORMALE;P;700;1000;L;4,2;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;20;Abitazioni civili;SCADENTE; ;1500;1800;L;5;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;20;Abitazioni civili;OTTIMO; ;2400;3400;L;8;11,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;20;Abitazioni civili;NORMALE;P;1800;2400;L;6;8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;21;Abitazioni di tipo economico;OTTIMO; ;2000;2500;L;7,5;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;21;Abitazioni di tipo economico;NORMALE;P;1600;2000;L;6;7,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;21;Abitazioni di tipo economico;SCADENTE; ;1300;1500;L;5;5,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;13;Box;NORMALE;P;1400;2000;L;7;10;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;9;Magazzini;NORMALE;P;450;650;L;2,5;3,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;5;Negozi;NORMALE;P;1500;2200;L;7;10,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;6;Uffici;OTTIMO;P;1600;2000;L;6,5;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;18;Uffici strutturati;OTTIMO;P;1900;2500;L;9,5;13;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;8;Capannoni industriali;OTTIMO;P;850;1150;L;4,6;6,4;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;7;Capannoni tipici;OTTIMO;P;850;1200;L;4,7;6,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D22;MI00000329;10;Laboratori;NORMALE;P;700;1000;L;4;5,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;20;Abitazioni civili;SCADENTE; ;1700;2100;L;6,5;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;20;Abitazioni civili;OTTIMO; ;2500;3500;L;10;14;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;20;Abitazioni civili;NORMALE;P;2100;2600;L;8,5;10,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;21;Abitazioni di tipo economico;OTTIMO; ;2100;2700;L;7,7;10;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;21;Abitazioni di tipo economico;NORMALE;P;1700;2300;L;6;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;21;Abitazioni di tipo economico;SCADENTE; ;1400;1800;L;5;6,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;13;Box;NORMALE;P;1600;2300;L;8;11,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;9;Magazzini;NORMALE;P;450;650;L;2,5;3,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;5;Negozi;NORMALE;P;1600;2400;L;7,5;11;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;6;Uffici;OTTIMO;P;1800;2400;L;8;11;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;18;Uffici strutturati;NORMALE;P;2200;2800;L;11,5;14,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;8;Capannoni industriali;OTTIMO;P;850;1150;L;4,7;6,2;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;7;Capannoni tipici;OTTIMO;P;900;1150;L;5;6,4;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D23;MI00000330;10;Laboratori;NORMALE;P;800;1100;L;4,8;6,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;20;Abitazioni civili;SCADENTE; ;1900;2400;L;7,5;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;20;Abitazioni civili;OTTIMO; ;2700;3600;L;11;15,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;20;Abitazioni civili;NORMALE;P;2300;2800;L;9;11,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;21;Abitazioni di tipo economico;OTTIMO;P;2500;3200;L;9;11,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;21;Abitazioni di tipo economico;NORMALE; ;2000;2500;L;7;9;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;21;Abitazioni di tipo economico;SCADENTE; ;1700;2000;L;6;7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;13;Box;NORMALE;P;1700;2200;L;7;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;9;Magazzini;NORMALE;P;500;700;L;3;4,2;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;5;Negozi;NORMALE;P;1600;2400;L;7,5;11;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;6;Uffici;OTTIMO;P;1800;2300;L;8;10;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;18;Uffici strutturati;NORMALE;P;2100;2800;L;11;14,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;8;Capannoni industriali;OTTIMO;P;850;950;L;4,7;5,2;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;7;Capannoni tipici;OTTIMO;P;900;1000;L;5,2;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;10;Laboratori;NORMALE;P;750;1000;L;4,5;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;20;Abitazioni civili;SCADENTE; ;1600;2000;L;5,5;7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;20;Abitazioni civili;OTTIMO; ;2500;3400;L;9;12;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;20;Abitazioni civili;NORMALE;P;2000;2500;L;7;9;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;21;Abitazioni di tipo economico;OTTIMO; ;2200;2800;L;7,5;10;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;21;Abitazioni di tipo economico;NORMALE;P;1800;2300;L;6,5;8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;21;Abitazioni di tipo economico;SCADENTE; ;1500;1900;L;5;6,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;13;Box;NORMALE;P;1500;2200;L;6,5;9,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;9;Magazzini;NORMALE;P;450;650;L;2,5;3,7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;5;Negozi;NORMALE;P;1400;2000;L;7;10;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;6;Uffici;OTTIMO;P;1600;2100;L;6,5;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;18;Uffici strutturati;NORMALE;P;1800;2400;L;9,5;13;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;8;Capannoni industriali;OTTIMO;P;800;1050;L;4,4;5,8;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;7;Capannoni tipici;OTTIMO;P;800;1100;L;4,5;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D25;MI00000332;10;Laboratori;NORMALE;P;700;1000;L;4;6;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D26;MI00000333;20;Abitazioni civili;SCADENTE; ;1600;1900;L;6;7;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D26;MI00000333;20;Abitazioni civili;OTTIMO; ;2400;3000;L;9;11;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D26;MI00000333;20;Abitazioni civili;NORMALE;P;1800;2300;L;6,5;8,5;L
2005;1 semestre;NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D26;MI00000333;21;Abitazioni di tipo economico;OTTIMO; ;2100;2500;L;7,5;8,5;L
